Period,Company Name,company contact,company email,company phone,Address,City,State,Postcode,Industry,Industry descr,Company Type,Current fulltime,Job created,Job retain,Effective Date,Total Savings,Savings from beginning receiving benefits,Gas Savings,Cogen savings,Electric Savings,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
FY2018,BILLIE-ANN PLASTICS PKGING CORP,Bill  Rubinstein,billieannplastics.com,7184975555,360 AND 372 TROUTMAN STREET,Brooklyn,NY,11237,Manufacturing,Plastic moldings,ICIP,21,,,09/28/2007,"7,209.33","98,050.73",,,,,,,,,,,,
FY2018,BIMMY''''S LLC,ELLIOT FREAD,elliot@bimmys.com,7183613144,47-00 33rd Street,Long Island City,NY,11101,Manufacturing,MANUFACTURER,Relocator,23,15,23,12/06/2006,"9,144.75","157,327.51",,,,QUEENS,40.742386,-73.932148,402,26,4003447,4002520018,19901,QN0202
FY2018,BIMMY''''S LLC,ELLIOT FREAD,elliot@bimmys.com,7183613144,47-00 33rd Street,Long Island City,NY,11101,Manufacturing,MANUFACTURER,Tenant,192,,,03/09/2017,"2,570.63","13,017.46",,,,QUEENS,40.742386,-73.932148,402,26,4003447,4002520018,19901,QN0202
FY2018,"Birns Telecommunication, Inc.",Sol Birnbaum,,2123257304,925-931 McDonald Avenue,Brooklyn,NY,11218,Commercial,Telecommunication system,ICIP,36,,,12/07/2011,"12,545.3","80,078.23",,,,BROOKLYN,40.631548,-73.977306,314,40,3127550,3054080059,478,BK1202
FY2018,"Bjork Carle Woodworking, Inc.",Deirdre   Jones Bjork,bjorkcarle@earthlink.net,7184842347,"1102 Atlantic Avenue, Unit 1A",Brooklyn,NY,11238,Manufacturing,cabinetry and architectural milwork,Tenant,6,,,04/25/2016,"5,241.52","9,668.09",,,,BROOKLYN,40.679518,-73.956819,308,35,3027572,3011260029,305,BK0802
FY2018,BLIND BUILDERS USA INC.,ERIC ROSENBERG,,7182588102,"140 58TH STREET, BLDG. A UNIT 7M",Brooklyn,NY,11220,Manufacturing,MANUFACTURER,Tenant,10,,10,08/31/2006,164.35,"23,372.6",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2018,BLUE RIBBON FISH CO.,ARMANDO RODAS,blueribbonfish@verizon.net,7186208580,800 FOOD CENTER DRIVE UNIT 67,Bronx,NY,10474,Wholesale/Warehouse/Distribution,DIST. VARIOUS FISH,Tenant,35,,11,03/07/2006,"5,275.41","105,792.19",,,,BRONX,40.805255,-73.876414,202,17,2088215,2027800073,9302,BX0201
FY2018,"BLUE RIDGE TEA & HERB CO., LTD.",ROGER RIGOLLI,rrbrth1@aim.com,7186253100,22-28 WOODHULL STREET,Brooklyn,NY,11231,Manufacturing,MFG. HERB TEAS/SEP,ICIP,16,4,64,01/10/2005,938,"59,822.9",,,,BROOKLYN,40.681593,-74.003916,306,39,3336028,3003630011,51,BK0601
FY2018,"Blumberg Excelsior, Inc.",Robert Blumberg,RB@blumb.com,2124315000,16 Court Street,Brooklyn,NY,11241,Manufacturing,"Print & distribute legal form, supplies, form LLCs, etc",Relocator,48,,,07/08/2013,"10,572.18","43,425.79",,,,BROOKLYN,40.693445,-73.990577,302,33,3002108,3002500044,9,BK0201
FY2018,"Bo Bo Poultry Market, Inc.",Anita Lee,bobopoultry@gmail.com,7184170016,1311 Grand Street,Brooklyn,NY,11211,Manufacturing,Manufacture of poultry products and poultry processing plant,ICAP,32,,,02/01/2013,"24,798.91","127,852.93",,,,BROOKLYN,40.715927,-73.924917,301,34,,,44902,BK0104
FY2018,"Box Services, LLC",Dan Tucker,dan.tucker@kidscreative.com,2129659555,267 Douglass St,Brooklyn,NY,11217,Manufacturing,"Digital photography, production and film post production",Relocator,66,,,08/11/2014,"27,339.26","64,694.57",,,,BROOKLYN,40.680538,-73.984868,306,39,3006608,3004120029,127,BK0601
FY2018,"BoyceTechnologies, Inc.",Charles Boyce,nmenon@boycetech.com,718685252,47-22 Pearson Place,Long Island City,NY,11101,Manufacturing,Life Saving Communication Devices,Relocator,73,,,03/09/2017,"6,918.45","61,899.42",,,,QUEENS,40.742724,-73.942538,402,26,4000743,4000990010,104,QN0201
FY2018,"BRAGARD, INC.",BENJAMIN BRAGARD,BENJAMIN@BRAGARDUSA.COM,7184837720,30-00 47TH AVENUE,Queens,NY,11101,Wholesale/Warehouse/Distribution,EMBROIDERER OF UNIF,Relocator,16,,16,05/05/2006,"2,200.33","44,928.61",,,,QUEENS,40.743281,-73.937514,402,26,4436702,4002830022,19902,QN0202
FY2018,"Breuckelen Distilling Co., Inc.",Bradford Estabrooke,info@brkdistilling.com,3477254985,"75-77 19th St, 1A First Floor",Brooklyn,NY,11232,Manufacturing,Distiller of Spirits,Tenant,1,,,03/16/2010,"1,784.24","24,265.19",,,,BROOKLYN,40.665937,-73.997971,307,38,3336793,3006320004,1801,BK0702
FY2018,"Bronx Westchester Tempering, Inc",Myles Kehoe,myleskehoe@bwtglass.com,2017414848,160 South MacQuesten Pkwy,Mt. Vernon,NY,10550,Manufacturing,glass and tempering,ICIP,15,,,09/29/2009,"42,904.99","340,189.68",,,,,,,,,,,,
FY2018,Brooklyn Bagel Ace Specialties LLC,Warren Bell,bellbialy@aol.com,7182722780,458 E 99th Street,Brooklyn,NY,11236,Manufacturing,Commercial baker of bagels,ICAP,10,,,07/16/2014,"1,006.38","8,953.26",,,,BROOKLYN,40.650211,-73.905178,318,42,3228724,3081310056,1098,BK0503
FY2018,Brooklyn Nets,Jeffrey Gewirtz,jgewitrtzbrooklynnets.com,7189429544,146-168 39th Street,Brooklyn,NY,11216,Commercial,Administrative Back office,Relocator,62,,,06/13/2016,"65,791.39","124,729",,,,BROOKLYN,40.655973,-74.01167,307,38,,,1802,BK0702
FY2018,BROOKLYN UNION GAS COMPANY,ROBERT BEDNARZ,robert.bednarz@us.ngrid.com,7184032727,Keyspan Energy Delivery,Brooklyn,NY,11236,Commercial,ADMINISTRATIVE OFFICE,ICIP,515,,515,05/12/2006,"231,293.89","3,724,499.34",,,,,,,,,,,,
FY2018,"BROOKLYNPHONO, LLC",FERN BERNICH,fern@brooklynphono.com,7187885777,270 42ND STREET,Brooklyn,NY,11232,Manufacturing,MANUFACTURER,Tenant,2,6,4,02/23/2007,"6,025.8","82,454.45",,,,BROOKLYN,40.652712,-74.010851,307,38,3378228,3007220032,2,BK0702
FY2018,"Burden, LLC",Janathan Burden,info@jonathanburden.com,2129418247,47-00 33rd Street,Long Island City,NY,11101,Manufacturing,Manufacture and refurbisher of furniture,Relocator,6,,,12/07/2016,234.48,565.93,,,,QUEENS,40.742386,-73.932148,402,26,4003447,4002520018,19901,QN0202
FY2018,"C. KENNETH IMPORTS, INC.",KANG JUNG,cki.accounting@ckennethimports.com,7183788400,250 COSTER STREET,Bronx,NY,10474,Wholesale/Warehouse/Distribution,IMPORTER/WHOLESALE DIST.,ICIP,31,5,31,03/06/2007,"13,309.52","212,298.57",,,,BRONX,40.805769,-73.88514,202,17,2007012,2027770196,9302,BX0201
FY2018,CALEB HALEY & CO.,ROBBY DEVINCENZI,,7186177474,800 FOOD CENTER DRIVE,Bronx,NY,10474,Wholesale/Warehouse/Distribution,DIST. VARIOUS SEAFOODS,Tenant,40,,40,03/07/2006,"4,840.08","111,341.38",,,,BRONX,40.805255,-73.876414,202,17,2088215,2027800073,9302,BX0201
FY2018,"CALYPSO ST. BARTH, INC.",Jennifer Foyle,info@calypsostbarth.com,2122198900,33-01 SKILLMAN AVENUE,LONG ISLAND CITY,NY,11101,Wholesale/Warehouse/Distribution,WAREHOUSE,ICIP,83,30,249,02/06/2007,"9,657.39","160,514.61",,,,QUEENS,40.746741,-73.93113,402,26,,,17101,QN0261
FY2018,"CAMEO METAL PRODUCTS, INC.",Vito DiMaio,vito@cameometal.com,7187881106,127 12TH STREET,BROOKLYN,NY,11215,Manufacturing,"Mfg and finisher of metal components for the cosmetic, fragrance and beverage industries",ICIP,32,,,02/11/2008,"23,910.32","268,224.28",,,,BROOKLYN,40.670218,-73.993677,306,38,3022774,3010200052,117,BK0601
FY2018,CANDID LITHO PRINTING LTD.,FRAN WATLER,fw@candidlitho.com,2124313800,25-11 HUNTERS POINT AVENUE,Queens,NY,11101,Manufacturing,COMMERCIAL,IDA,99,,198,04/06/2007,"49,777.54","665,010.22",,,,QUEENS,40.74153,-73.944033,402,26,4000746,4001000012,104,QN0201
FY2018,"Caples Jefferson Architects, PC",Sara  Caples,sarac@capjeff.com,2127799772,37-18 Northern Blvd.,Queens,NY,11101,Commercial,"architectural services, bldg design",Relocator,6,,,10/30/2011,929.94,"3,794.91",,,,QUEENS,40.752096,-73.925887,401,26,4003103,4002140040,17102,QN0161
FY2018,"CARNEGIE LINEN SERVICES, INC.",ERIC SCHWEITZER,ericschweitzer@carnegielinen.com,7184022499,874 EAST 139TH STREET,Bronx,NY,10454,Commercial,COMMERCIAL,ICIP,20,15,60,11/06/2006,"87,472.22","1,326,399.2",,,,BRONX,40.803371,-73.907629,201,8,2004038,2025980001,1903,BX0101
FY2018,"CASA BUILDING MATERIALS, INC.",CARLO PANICCA,carlo@casabldg.com,7188428650,1340 BRUCKNER BLVD.,BRONX,NY,10474,Manufacturing,DIST. MASONRY PROD.,ICIP,15,2,15,12/03/2004,520.72,"36,886.91",,,,BRONX,40.822389,-73.886087,202,17,2006218,2027550095,11502,BX0201
FY2018,CASCON CHEESECAKE CORP.,ANDREW GIOE,CASCONBAKERY1@AOL.COM,7187675700,7-02/30 149TH STREET,Whitestone,NY,11357,Manufacturing,MANUFACTURER,ICIP,7,15,35,05/03/2007,"5,551.42","85,627.25",,,,,,,,,,,,
FY2018,"CAVCO ROOFING, INC.",Robert Cavallino,rob@cavcoroofing.com,7182652551,338 37TH STREET,Brooklyn,NY,11232,Wholesale/Warehouse/Distribution,roof fabricator & contractor,ICIP,8,,,06/12/2009,481.71,"3,706.23",,,,BROOKLYN,40.654403,-74.006109,307,38,3000000,3007000019,84,BK0702
FY2018,Center For Automotive Education and Training,Mark Schienberg,mark@gnyada.com,7187465900,139-10 15TH AVENUE AKA 15-30,Queens,NY,11357,Commercial,SERVICE,ICIP,7,30,14,10/30/2006,"10,977.54","200,388.38",,,,QUEENS,40.784639,-73.828927,407,19,4564828,4041250001,945,QN0701
FY2018,CENTRE INTERIORS WOODWORKING CO.,ALEX LEE,centre.interiors@verizon.net,7183231343,100-01 103RD AVENUE,Queens,NY,11417,Manufacturing,MANUFACTURER,ICIP,12,,12,09/25/2006,"6,370.63","155,346.62",,,,QUEENS,40.683385,-73.841114,409,29,,,112,QN0904
FY2018,"CHARLES J. KING, INC.",WAYNE KING,wdking@att.net,7184971950,1301 GRAND STREET,Brooklyn,NY,11211,Wholesale/Warehouse/Distribution,WHOLESALER,ICIP,9,,18,03/07/2007,"7,386.63","134,609.58",,,,BROOKLYN,40.71587,-73.925141,301,34,3070510,3029300120,44902,BK0104
FY2018,"Charles R.Gracie & Sons, Inc.",Michael Gracie,mike.gracie@graciestudio.com,2129246816,47-25 34th Street,Long Island City,NY,11101,Manufacturing,,Relocator,14,,,05/07/2013,"1,896.57","9,541.97",,,,QUEENS,40.741954,-73.931265,402,26,4003445,4002500001,19901,QN0202
FY2018,Chelsea Craft Brewing Co. LLC,Pat Greene,patg@chelseacraftbrewing.com,7184948850,463 E. 173rd Street,Bronx,NY,10457,Manufacturing,craft beer manufacturing,Tenant,10,,,10/28/2016,"5,355","6,217.8",,,,BRONX,40.841778,-73.901638,203,15,2124550,2029060093,165,BX0302
FY2018,Chelsea Plastics Corp/Plexi-Craft Quality Products,Allen Frechter,allen@plexi-craft.com,2129243244,30-02 48th Avenue,Long Island City,NY,11101,Manufacturing,Acrylic furniture,Relocator,15,,,03/31/2016,"9,945.64","19,262.13",,,,QUEENS,40.741426,-73.937833,402,26,4003546,4002870011,19902,QN0202
FY2018,"Child Center of NY, Inc.",Stephen Donowitz,stevedonowitz@childcenterny.com,7186517770,118-35 Queens Blvd.,Forest Hills,NY,11375,Commercial,,Tenant,123,,,02/27/2017,"1,347.45","4,909.43",,,,QUEENS,40.71513,-73.830545,406,29,4052811,4022700041,75701,QN0602
FY2018,"Christie''s Fine Art Storage Services, Inc",Tim Yule,tyule@christies.com,2126362479,62 Imlay Street,Brooklyn,NY,11231,Wholesale/Warehouse/Distribution,,ICAP,9,,,11/28/2012,"77,482.57","344,961.04",,,,BROOKLYN,40.682405,-74.008148,306,38,3008286,3005150050,5303,BK0601
FY2018,Christie''''''''''''''''s Inc.,Edward Dolman,jkuduk@christies.com,2126362602,32-35 48th Avenue,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Commercial Auction house and warehouse,Tenant,40,,,06/07/2011,"42,493.74","282,414.48",,,,QUEENS,40.740902,-73.933139,402,26,4003446,4002520001,19901,QN0202
FY2018,"Chromation, Inc.",Ioannis Kymissis,johnkym@lumiiode.com,3478500235,1361 Amsterdam Avenue,New York,NY,10027,Commercial,Technology enhancement device,Tenant,40,,,09/09/2014,"3,384.82","10,021.39",,,,MANHATTAN,40.814216,-73.95564,109,7,1081781,1019670040,21303,MN0902
FY2018,"NECESSARY OBJECTS, LTD.",WILLIAM KAUFMAN,,7183920226,"47-44 31ST ST/47-07 30TH PL, 6TH FL",Long Island City,NY,11101,Manufacturing,MANUFACTURER,Relocator,77,10,77,07/06/2007,"2,375.33","32,198.06",,,,,,,,,,,,
FY2018,CINEMA WORLD PRODUCTS,MARK OPPENHEIMER,CINEMAWORLDED@VERIZON.NET,7183899800,220 DUPONT STREET,BROOKLYN,NY,11222,Commercial,PRODUCTION CENTER,ICIP,11,4,22,05/03/2005,"4,993.37","180,423.6",,,,BROOKLYN,40.736286,-73.950738,301,33,3330041,3024970023,57901,BK0101
FY2018,"CITARELLA OPERATING, LLC",JOSEPH GURRERA,tflanagan@citarella.com,2128740383,600 FOOD CENTER DRIVE,Bronx,NY,10474,Manufacturing,MFG. GOURMET FOOD,Relocator,175,,350,06/03/2005,"20,052.01","673,333.67",,,,BRONX,40.804503,-73.872138,202,17,2115237,2027810500,11702,BX0201
FY2018,"Citibank, N.A.",Keith Owen,keith.owen@citi.com,7182484939,ONE COURT SQUARE/ 25-01 JACKSON AVE,Queens,NY,11120,Commercial,ADMINIST. OFFICES,ICIP,"3,781","11,343",,05/06/2005,"278,738.26","10,476,486.07",,,,,,,,,,,,
FY2018,City Aquarium LLC,Michael kriak,Michael@cityaquarium.com,7183882000,44 Dobbin Street,Brooklyn,NY,11222,Manufacturing,Mfg. of Aquariums,Tenant,4,,,12/04/2009,"3,239.25","30,335.54",,,,BROOKLYN,40.723636,-73.953709,301,33,3065961,3026430045,569,BK0101
FY2018,City Baking LLC aka Bakery City LLC,Barry Blaine,citybaking@aol.com,7183928514,10-41 45th Avenue,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Commercial Baker,ICIP,19,,,07/08/2014,"8,242.44","28,712.94",,,,QUEENS,40.748069,-73.951216,402,26,4000427,4000510016,702,QN0201
FY2018,Classic Cooking LLC,Elliot Hess,David@classic-cooking.com,7184390200,165-35 145th Drive,Jamaica,NY,11434,Manufacturing,,ICIP,37,,,04/16/2009,"62,903.45","436,614.95",,,,QUEENS,40.662029,-73.775424,413,31,4285071,4132810029,306,QN1306
FY2018,"CLEARWATER FISH CO., INC.",JAMES DEVITO,ClearwaterFishCompany@newfultonfishmarket.com,7189437051,"800 FOOD CTR. DRIVE, UNITS 125, 127",Bronx,NY,10474,Wholesale/Warehouse/Distribution,WAREHOUSE AND DISTRIBUTOR,Tenant,6,2,6,06/02/2006,"1,379.19","25,242.07",,,,,,,,,,,,
FY2018,CN MANAGEMENT LLC,PETER PAPAGIANAKIS,,9174780570,25-40 27TH ST.,QUEENS,NY,11102,Commercial,Real estate holding co.,ICIP,1,,,02/01/2013,239.69,"1,354.32",,,,QUEENS,40.771363,-73.920956,401,22,4018553,4008610076,69,QN0103
FY2018,"Collins Building Services, Inc.",Arthur J. Viviani,Aviviani@cbs-collins.com,2128965144,24-01 44th Road,Long Island City,NY,11101,Commercial,Janitorial services firm,Tenant,"2,424",,,10/03/2008,"4,774.86","37,649.84",,,,QUEENS,40.748206,-73.943731,402,26,4005157,4004350001,1903,QN0201
FY2018,COLOR BY PERGAMENT LLC,Jeff Sachs,,7187078500,30-00 47TH AVENUE,LIC,NY,11101,Manufacturing,MANUFACTURER,Relocator,144,,144,01/05/2007,"46,313.63","786,264.11",,,,QUEENS,40.743281,-73.937514,402,26,4436702,4002830022,19902,QN0202
FY2018,"Color Tex, Inc.",Rivky Weiss,colortex18@gmail.com,7188580505,347-365 Flushing Avenue,Brooklyn,NY,11205,Commercial,Dye house and textile finishing company,ICIP,36,,,05/02/2011,"27,665.56","190,946.13",,,,BROOKLYN,40.698242,-73.961625,301,33,3000000,3022600035,537,BK0103
FY2018,COMFORT BEDDING,Mosses Kohn,mark@comfortbeddinginc.com,7184587662,13 CHRISTOPHER AVENUE,Brooklyn,NY,11212,Manufacturing,MFG. MATR. BX SPRINGS,ICIP,35,,,02/23/2015,"2,239.22","6,803.46",,,,BROOKLYN,40.673568,-73.906839,316,37,3083411,3036760005,908,BK1602
FY2018,COMFORT BEDDING,Mosses Kohn,mark@comfortbeddinginc.com,7184587662,13 CHRISTOPHER AVENUE,Brooklyn,NY,11212,Manufacturing,MFG. MATR. BX SPRINGS,IDA,38,20,76,04/21/2006,"3,255.13","70,429.59",,,,BROOKLYN,40.673568,-73.906839,316,37,3083411,3036760005,908,BK1602
FY2018,"COMMERCIAL COOLING SERVICE, INC.",RUDOLPH SAPORITO,rsapo11@aol.com,7184922100,225 49TH STREET,Brooklyn,NY,11220,Manufacturing,MFG. CONTRACTOR OF HEATIN,IDA,27,5,27,03/16/2005,428.77,"25,860.94",,,,BROOKLYN,40.649234,-74.015629,307,38,3012526,3007720062,20,BK0702
FY2018,"Computer Services Group, Inc.",Boris Khutoretsky,"Computer Services Group, Inc.",2128190122,"37-24 24th Street, Suite 340",Long Island City,NY,11101,Manufacturing,Provides IT solutions to businesses,Relocator,20,,,09/01/2016,"1,084.26","1,937.4",,,,QUEENS,40.757018,-73.935833,401,26,4439111,4003660001,3302,QN0105
FY2018,CONTROL ELECTROPOLISHING CORP.,NANCY ZAPATA,nzapata@controlelectropolishing.com,7188586634,"109 WALWORTH STREET, PO BOX 050237",Brooklyn,NY,11205,Manufacturing,MANUFACTURER,ICIP,15,4,30,04/25/2007,"8,617.01","58,967.25",,,,BROOKLYN,40.695654,-73.954468,303,33,3048474,3017360050,1237,BK0301
FY2018,COOL WIND VENTILATION CORP.,David Sullivan,david@coolwind.biz,7183618787,83-12 72nd Drive,GLENDALE,NY,11385,Manufacturing,mfg and install sheet metal duct work for HVAC systems,IDA,120,,,11/17/2008,"18,986.73","188,055.15",,,,QUEENS,40.708643,-73.864953,405,32,4315194,4038100420,637,QN0503
FY2018,CORONET PARTS MANUFACTURING CO. INC,Jeffrey Rodolitz,jeff@coronetparts.com,7186490710,883-901 Elton St,Brooklyn,NY,11208,Manufacturing,"Brass fittings for te automotive, plumbing and refrigeration industries",IDA,78,,,10/17/2007,"20,609.26","280,651.69",,,,BROOKLYN,40.661508,-73.877722,305,42,3327447,3043830003,1116,BK0503
FY2018,COSMOS COMMUNICATIONS,Jack   Weiss,jweiss@cosmoscommunications.com,7184821800,11-05 44TH DRIVE,Queens,NY,11101,Manufacturing,MFG. (PRINTING),ICIP,65,,,02/06/2008,"32,664.63","440,671.28",,,,QUEENS,40.748483,-73.949285,402,26,4005233,4004477501,1903,QN0201
FY2018,Cotronics Corporation,Renee Bernstein,Renee@cotronics.com,7187885533,131 47th Street,Brooklyn,NY,11232,Manufacturing,,ICIP,18,,,05/15/2013,"3,853.07","18,309.54",,,,BROOKLYN,40.65163,-74.016574,307,38,3322614,3007350120,1803,BK0702
FY2018,"Crepini, LLC",Eric Shkolnik,paula@crepini.com,7183720505,5600 1st Avenue,Brooklyn,NY,11220,Manufacturing,mfg branded line of crepes,Relocator,5,,,10/13/2011,"23,101.7","124,148.62",,,,BROOKLYN,40.646985,-74.022721,307,38,3255737,3008190001,1803,BK0702
FY2018,CROWN FISH CO.,RICHARD JULICH,crownfishco.@aol.com,7189437056,"800 FOOD CENTER DRIVE, 86,88,90,92",Bronx,NY,10474,Wholesale/Warehouse/Distribution,DIST. VARIOUS SEAFOOD,Tenant,9,,9,03/07/2006,"3,223.56","52,694.28",,,,BRONX,40.805255,-73.876414,202,17,2088215,2027800073,9302,BX0201
FY2018,"Crystal Lake Trading, Inc.",Peter Fung,pfung@crystallaketrading.com,7187590088,140 58th Street Bldg. B Unit 4B,Brooklyn,NY,11220,Manufacturing,Mfg. of Dresses,Relocator,3,,,11/01/2010,"14,049.93","84,042.56",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2018,"Cyracom International, Inc.",Jeremy Woan,kleeper@cyracom.com,5202321673,41-61 Kissena Blvd.,Flushing,NY,11354,Other,,Relocator,76,,,07/01/2015,"11,061","25,831.57",,,,QUEENS,40.757519,-73.827755,407,20,4114293,4050450001,853,QN0707
FY2018,"D C Group, Inc.",Mel Anda,melanda@uniquesettings.com,7182464500,31-00 47th Ave,Queens,NY,11101,Manufacturing,Jewelry Settings,Relocator,89,,,12/06/2007,832.37,"228,228.68",,,,QUEENS,40.74306,-73.935652,402,26,4003539,4002810001,19902,QN0202
FY2018,D.   C. CENTER CORP,Albert Lee,dccentercorp@gmail.com,7184725600,47-75 48th St.,Queens,NY,11377,Commercial,Commercial Dry Cleaning Plant,IDA,28,,,10/14/2008,"35,979.37","325,304.17",,,,QUEENS,40.739695,-73.917482,402,26,4052953,4022860053,23501,QN0202
FY2018,"D.V. TRADING CO., INC.",I. VAINER,,7184398262,"140 58TH ST., BLDG. A UNIT 7L",Brooklyn,NY,11220,Wholesale/Warehouse/Distribution,DISTRIBUTOR,Tenant,19,4,19,03/06/2007,164.46,"8,827.5",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2018,DAIRYLAND USA CORP.,Ken Clark,kclark@chefswarehouse.com,7188428700,240 FOOD CENTER DRIVE,Bronx,NY,10474,Wholesale/Warehouse/Distribution,WHLS. FOOD DIST. AND MFG.,Tenant,30,12,30,02/03/2005,"185,830.74","719,015.8",,,,BRONX,40.810302,-73.873742,202,17,2127434,2027700001,11702,BX0201
FY2018,"DALOW INDUSTRIES, INC.",FRED FACHLER,,7183616100,31-00 47TH AVENUE,Queens,NY,11101,Wholesale/Warehouse/Distribution,WHSL. JEWELRY,Tenant,111,20,111,04/06/2001,"1,019.87","271,618.22",,,,QUEENS,40.74306,-73.935652,402,26,4003539,4002810001,19902,QN0202
FY2018,Daniel Scuderi,David Scuderi,danielscuderi@Danielscuderi.com,2129472499,47-15 Barnett  Avenue,Queens,NY,11101,Manufacturing,Antique Furniture,Relocator,5,,,10/14/2016,"1,379.41","4,728.36",,,,QUEENS,40.750033,-73.915867,402,26,4001325,4001420227,17101,QN0261
FY2018,"Dart Medical Labortory, Inc.",Zina Korposh,info@dartmedicallab.com,7189341918,140 58th Street Bldg. A Unit 3L,Brooklyn,NY,11220,Commercial,Clinical Laboratory testing facility,Tenant,22,,,03/19/2015,"11,404.38","29,659.3",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2018,Dasny Mechanical Inc.,George Wu,info@dasnymech.com,7183660123,112-20 14th Avenue,Queens,NY,11356,Manufacturing,HVAC systems,IDA,26,,,09/30/2011,"8,166.63","60,112.71",,,,QUEENS,40.785665,-73.854823,407,19,4566577,4040470001,929,QN0701
FY2018,DCD Marketing Ltd.,Mitchell Vilinsky,mitch@dcdad.com,7186473000,2744 Atlantic Avenue,Brooklyn,NY,11207,Commercial,"Advertising and marketing, collating, graphics, printing.",IDA,19,,,08/04/2008,"26,288.97","148,875.46",,,,BROOKLYN,40.676158,-73.89293,305,37,3000000,3036910008,1198,BK0502
FY2018,"Deep Draw Silver, Inc.",David Haber,david@habersilver.com,7189936405,820 E. 141st Street,"Bronx,",NY,10454,Manufacturing,Mfg. of silver plating,ICIP,45,,,07/10/2009,"9,764.76","92,110.16",,,,BRONX,40.805545,-73.908265,201,8,2004023,2025920021,1902,BX0101
FY2018,DELL''''''''S MARASCHINO CHERRIES CO.,Dana Mondella Bentz,dana@dellscherry.com,7186244380,175 DIKEMAN STREET,BROOKLYN,NY,11231,Manufacturing,MFG. PROC. CHERRIES,ICIP,10,,10,09/03/2004,"1,030","819,411.49",,,,BROOKLYN,40.678254,-74.015712,306,38,3008674,3005850013,5301,BK0601
FY2018,DEPOSITORY TRUST COMPANY,Devika khusial,Dkhusial@DTCC.com,2128558287,140 58TH STREET,Brooklyn,NY,11220,Commercial,DATA PROCESSING,Tenant,100,,,07/03/2013,"454,995.36","1,630,001",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2018,DI DOMENICO & PARTNERS LLP,Andrew Berger,aberger@ddp-ny.com,2123770400,38-17 CRESCENT STREET,LONG ISLAND CITY,NY,11101,Commercial,Architectural firm applyig for back office operation,Relocator,31,,,09/02/2008,"4,648.07","42,434.69",,,,QUEENS,40.755514,-73.936048,401,26,4004700,4003870009,31,QN0105
FY2018,DIAMOND STREET PROPERTIES,Gina Argento,lunabella3939@aol.com,7183499146,203 Meserole Ave,BROOKLYN,NY,11222,Manufacturing,"film, television production",ICIP,44,,,03/04/2008,"38,769.73","562,826",,,,BROOKLYN,40.728643,-73.948045,301,33,3065441,3026020024,573,BK0101
FY2018,"MCM Enterprises, Inc.",Chung Yu,klikny@aol.com,7184388443,63 19th Street,Brooklyn,NY,11232,Manufacturing,,ICIP,10,,,09/11/2014,"5,339.14","18,718.89",,,,BROOKLYN,40.666156,-73.998331,307,38,3008891,3006250090,1801,BK0702
FY2018,Dinas Distribution Corp.,Carlos Cordoba,ccordoba@dinascorp.com,7186289899,104-46 Dunkirk Street,Queens,NY,11412,Wholesale/Warehouse/Distribution,Distributor of foods,IDA,18,,,04/20/2010,"13,085.95","93,693.75",,,,QUEENS,40.704634,-73.774736,412,27,4440678,4103430085,444,QN1201
